Code,Name
049770,동원F&B
000400,롯데손해보험
086450,동국제약
023590,다우기술
285130,SK케미칼
089590,제주항공
100090,SK오션플랜트
066575,LG전자우
090460,비에이치
183300,코미코
119860,커넥트웨이브
178920,PI첨단소재
093370,후성
009900,명신산업
069260,TKG휴켐스
007340,DN오토모티브
271940,일진하이솔루스
222080,씨아이에스
192400,쿠쿠홀딩스
025900,동화기업
330590,롯데리츠
064550,바이오니아
020560,아시아나항공
348950,제이알글로벌리츠
036810,에프에스티
114090,GKL
418550,제이오
105630,한세실업
195870,해성디에스
003030,세아제강지주
002350,넥센타이어
399720,가온칩스
101490,에스앤에스텍
009450,경동나비엔
032350,롯데관광개발
122870,와이지엔터테인먼트
010780,아이에스동서
278280,천보
272290,이녹스첨단소재
268280,미원에스씨
003960,사조대림
001530,DI동일
048410,현대바이오
001430,세아베스틸지주
297890,HB솔루션
064960,SNT모티브
336570,원텍
003570,SNT다이내믹스
001060,JW중외제약
025540,한국단자
003240,태광산업
006120,SK디스커버리
003530,한화투자증권
181710,NHN
015750,성우하이텍
017860,DS단석
348210,넥스틴
003160,디아이
014830,유니드
000640,동아쏘시오홀딩스
237880,클리오
005440,현대지에프홀딩스
041190,우리기술투자
003850,보령
003380,하림지주
136510,스마트솔루션즈
161000,애경케미칼
047920,HLB제약
005250,녹십자홀딩스
016380,KG스틸
101360,에코앤드림
420770,기가비스
192650,드림텍
381970,케이카
215200,메가스터디교육
344820,KCC글라스
403550,쏘카
030190,NICE평가정보
080220,제주반도체
131970,두산테스나
019170,신풍제약
253590,네오셈
194480,데브시스터즈
058970,엠로
000670,영풍
189300,인텔리안테크
006380,카프로
376300,디어유
057050,현대홈쇼핑
272450,진에어
000370,한화손해보험
003280,흥아해운
039440,에스티아이
335890,비올
053800,안랩
115450,HLB테라퓨틱스
007390,네이처셀
114840,아이패밀리에스씨
007700,F&F홀딩스
000070,삼양홀딩스
075580,세진중공업
091810,티웨이항공
001340,백광산업
016800,퍼시스
017810,풀무원
372170,윤성에프앤씨
003470,유안타증권
131290,티에스이
069080,웹젠
030610,교보증권
228760,지노믹트리
170900,동아에스티
031430,신세계인터내셔날
099320,쎄트렉아이
017960,한국카본
460930,현대힘스
293940,신한알파리츠
251970,펌텍코리아
002030,아세아
290650,엘앤씨바이오
199800,툴젠
071970,STX중공업
033240,자화전자
058610,에스피지
002240,고려제강
001200,유진투자증권
046890,서울반도체
950210,프레스티지바이오파마
032500,케이엠더블유
340570,티앤엘
284740,쿠쿠홈시스
383800,LX홀딩스
030520,한글과컴퓨터
018250,애경산업
071320,지역난방공사
091120,이엠텍
200880,서연이화
099190,아이센스
145990,삼양사
079370,제우스
200130,콜마비앤에이치
084850,아이티엠반도체
475150,SK이터닉스
059090,미코
025980,아난티
060370,LS마린솔루션
053030,바이넥스
017940,E1
00680K,미래에셋증권2우B
095610,테스
012630,HDC
005610,SPC삼립
215000,골프존
179900,유티아이
161580,필옵틱스
445090,에이직랜드
171090,선익시스템
078340,컴투스
455900,엔젤로보틱스
082920,비츠로셀
010690,화신
460860,동국제강
144510,지씨셀
090435,아모레퍼시픽우
360070,탑머티리얼
241590,화승엔터프라이즈
094360,칩스앤미디어
110990,디아이티
095500,미래나노텍
006730,서부T&D
160190,하이젠알앤엠
394280,오픈엣지테크놀로지
091700,파트론
009470,삼화전기
358570,지아이이노베이션
389020,자람테크놀로지
095660,네오위즈
432320,KB스타리츠
378340,필에너지
206650,유바이오로직스
032190,다우데이타
900140,엘브이엠씨홀딩스
439090,마녀공장
058650,세아홀딩스
377740,바이오노트
950140,잉글우드랩
001820,삼화콘덴서
068240,다원시스
003920,남양유업
082270,젬백스
089970,브이엠
114190,강원에너지
020000,한섬
183190,아세아시멘트
003300,한일홀딩스
060280,큐렉소
314930,바이오다인
089980,상아프론테크
357120,코람코라이프인프라리츠
011930,신성이엔지
005389,현대차3우B
453340,현대그린푸드
372320,큐로셀
034950,한국기업평가
097520,엠씨넥스
064800,젬백스링크
034310,NICE
104830,원익머트리얼즈
093050,LF
089010,켐트로닉스
206640,바디텍메드
041020,폴라리스오피스
286940,롯데이노베이트
049070,인탑스
005810,풍산홀딩스
026890,스틱인베스트먼트
104700,한국철강
108860,셀바스AI
252990,샘씨엔에스
005160,동국산업
102710,이엔에프테크놀로지
043150,바텍
003520,영진약품
094800,맵스리얼티1
077970,STX엔진
304360,에스바이오메딕스
108670,LX하우시스
002960,한국쉘석유
148150,세경하이테크
448730,삼성FN리츠
338220,뷰노
265520,AP시스템
003545,대신증권우
126560,현대퓨처넷
093320,케이아이엔엑스
397030,에이프릴바이오
220100,퓨쳐켐
166480,코아스템켐온
029530,신도리코
033270,유나이티드제약
151860,KG에코솔루션
115390,락앤락
122640,예스티
445680,큐리옥스바이오시스템즈
243070,휴온스
230360,에코마케팅
007810,코리아써키트
218410,RFHIC
006220,제주은행
123890,한국자산신탁
027360,아주IB투자
084690,대상홀딩스
002310,아세아제지
256840,한국비엔씨
101160,월덱스
003000,부광약품
004690,삼천리
249420,일동제약
130660,한전산업
033500,동성화인텍
243840,신흥에스이씨
036200,유니셈
060250,NHN KCP
006405,삼성SDI우
033640,네패스
036620,감성코퍼레이션
200670,휴메딕스
000500,가온전선
005090,SGC에너지
024720,콜마홀딩스
306200,세아제강
107640,한중엔시에스
00104K,CJ4우(전환)
093230,이아이디
215600,신라젠
200710,에이디테크놀로지
029960,코엔텍
323990,박셀바이오
319400,현대무벡스
025860,남해화학
000155,두산우
136480,하림
453450,그리드위즈
451800,한화리츠
041830,인바디
094170,동운아나텍
051360,토비스
045100,한양이엔지
013030,하이록코리아
099430,바이오플러스
060980,HL홀딩스
078150,HB테크놀러지
023160,태광
078350,한양디지텍
126700,하이비젼시스템
126720,수산인더스트리
007690,국도화학
051370,인터플렉스
294090,이오플로우
441270,파인엠텍
072710,농심홀딩스
009290,광동제약
416180,신성에스티
00088K,한화3우B
004700,조광피혁
027410,BGF
000430,대원강업
000680,LS네트웍스
044490,태웅
001390,KG케미칼
036530,SNT홀딩스
060150,인선이엔티
425040,티이엠씨
031330,에스에이엠티
457550,우진엔텍
038500,삼표시멘트
054950,제이브이엠
005690,파미셀
014620,성광벤드
119610,인터로조
005390,신성통상
118990,모트렉스
051905,LG생활건강우
101730,위메이드맥스
267980,매일유업
001470,삼부토건
034120,SBS
347850,디앤디파마텍
050890,쏠리드
032820,우리기술
348340,뉴로메카
060720,KH바텍
425420,티에프이
035150,백산
003220,대원제약
025770,한국정보통신
298690,에어부산
138580,비즈니스온
290690,소룩스
054450,텔레칩스
001940,KISCO홀딩스
053610,프로텍
299030,하나기술
226320,잇츠한불
006340,대원전선
100790,미래에셋벤처투자
064290,인텍플러스
298830,슈어소프트테크
114810,한솔아이원스
013890,지누스
077360,덕산하이메탈
007460,에이프로젠
035600,KG이니시스
035890,서희건설
462350,이노스페이스
123860,아나패스
039840,디오
088260,이리츠코크렙
102120,어보브반도체
004430,송원산업
108490,로보티즈
086390,유니테스트
058820,CMG제약
108230,톱텍
299900,위지윅스튜디오
092040,아미코젠
002320,한진
097230,HJ중공업
126340,비나텍
041960,코미팜
272550,삼양패키징
084110,휴온스글로벌
011760,현대코퍼레이션
084010,대한제강
214430,아이쓰리시스템
006390,한일현대시멘트
357550,석경에이티
330860,네패스아크
009680,모토닉
371950,풍원정밀
122900,아이마켓코리아
003800,에이스침대
000480,CR홀딩스
176750,듀켐바이오
322000,HD현대에너지솔루션
089890,코세스
138490,코오롱ENP
017390,서울가스
023410,유진기업
263720,디앤씨미디어
058430,포스코스틸리온
217270,넵튠
443670,에스피소프트
214680,디알텍
078020,LS증권
001250,GS글로벌
950170,JTC
080160,모두투어
001780,알루코
100120,뷰웍스
071055,한국금융지주우
412540,제일엠앤에스
216080,제테마
270520,지오릿에너지
084680,이월드
001500,현대차증권
005500,삼진제약
000540,흥국화재
001790,대한제당
092220,KEC
211050,인카금융서비스
056080,유진로봇
012030,DB
090360,로보스타
095700,제넥신
001630,종근당홀딩스
016580,환인제약
000490,대동
061970,LB세미콘
052020,에스티큐브
018310,삼목에스폼
029460,케이씨
043370,피에이치에이
214420,토니모리
083310,엘오티베큠
334970,프레스티지바이오로직스
071280,로체시스템즈
001230,동국홀딩스
001510,SK증권
388720,유일로보틱스
417010,나노팀
396470,워트
030530,원익홀딩스
334890,이지스밸류리츠
083650,비에이치아이
144960,뉴파워프라즈마
045970,코아시아
015360,예스코홀딩스
213500,한솔제지
200470,에이팩트
064260,다날
174900,앱클론
323280,태성
092790,넥스틸
437730,삼현
001270,부국증권
054210,이랜텍
079810,디이엔티
121800,비덴트
307750,국전약품
018470,조일알미늄
004360,세방
004560,현대비앤지스틸
194370,제이에스코퍼레이션
005720,넥센
083930,아바코
034810,해성산업
002150,도화엔지니어링
064090,웨스트라이즈
034830,한국토지신탁
102460,이연제약
117580,대성에너지
149950,아바텍
009160,SIMPAC
003120,일성아이에스
102940,코오롱생명과학
179290,엠아이텍
005010,휴스틸
950130,엑세스바이오
003350,한국화장품제조
293780,압타바이오
235980,메드팩토
096040,이트론
004380,삼익THK
448280,에코아이
268600,셀리버리
150840,인트로메딕
339770,교촌에프앤비
032620,유비케어
047310,파워로직스
053210,스카이라이프
011500,한농화성
007570,일양약품
037710,광주신세계
092870,엑시콘
016590,신대양제지
092230,KPX홀딩스
008490,서흥
095720,웅진씽크빅
112290,와이씨켐
001130,대한제분
051500,CJ프레시웨이
100840,SNT에너지
002810,삼영무역
354320,알멕
011810,STX
389260,대명에너지
092730,네오팜
404990,신한서부티엔디리츠
033160,엠케이전자
270660,에브리봇
078520,에이블씨엔씨
298000,효성화학
405100,큐알티
452260,한화갤러리아
096760,JW홀딩스
025000,KPX케미칼
005950,이수화학
042600,새로닉스
078160,메디포스트
462520,조선내화
013120,동원개발
042370,비츠로테크
402030,코난테크놀로지
304100,솔트룩스
003070,코오롱글로벌
005430,한국공항
037560,LG헬로비전
146320,비씨엔씨
109610,에스와이
432720,퀄리타스반도체
004090,한국석유
900290,GRT
122990,와이솔
029480,광무
322510,제이엘케이
081000,일진다이아
044990,에이치엔에스하이텍
126600,BGF에코머티리얼즈
094480,갤럭시아머니트리
356860,티엘비
039570,HDC랩스
271980,제일약품
036030,케이티알파
052400,코나아이
006060,화승인더
017890,한국알콜
000020,동화약품
293480,하나제약
002390,한독
007160,사조산업
102260,동성케미컬
008350,남선알미늄
092200,디아이씨
086890,이수앱지스
008060,대덕
282880,코윈테크
083790,CG인바이츠
036220,오상헬스케어
101930,인화정공
024060,흥구석유
362320,청담글로벌
001460,BYC
086710,선진뷰티사이언스
254490,미래반도체
190510,나무가
107600,새빗켐
039980,폴라리스AI
045390,대아티아이
203400,에이비온
396270,넥스트칩
109070,주성코퍼레이션
024850,HLB이노베이션
117730,티로보틱스
057880,푸른소나무
036800,나이스정보통신
027970,한국제지
037270,YG PLUS
036420,콘텐트리중앙
377190,디앤디플랫폼리츠
211270,AP위성
101670,하이드로리튬
005945,NH투자증권우
003580,HLB글로벌
234340,헥토파이낸셜
071840,롯데하이마트
000390,삼화페인트
049950,미래컴퍼니
037070,파세코
048530,인트론바이오
000050,경방
278650,HLB바이오스텝
000140,하이트진로홀딩스
205470,휴마시스
035080,그래디언트
143240,사람인
047560,이스트소프트
007860,서연
048870,시너지이노베이션
092070,디엔에프
053080,케이엔솔
382840,원준
322310,오로스테크놀로지
001520,동양
009155,삼성전기우
290550,디케이티
011040,경동제약
019680,대교
093640,케이알엠
145170,노브랜드
004980,성신양회
460850,동국씨엠
199820,제일일렉트릭
377450,리파인
417310,코람코더원리츠
122450,KX
033340,좋은사람들
086980,쇼박스
038290,마크로젠
204620,글로벌텍스프리
160980,싸이맥스
074610,이엔플러스
091580,상신이디피
036890,진성티이씨
101530,해태제과식품
453860,에이에스텍
005860,한일사료
003200,일신방직
002020,코오롱
068930,디지털대성
015860,일진홀딩스
451760,컨텍
095570,AJ네트웍스
002100,경농
067080,대화제약
009580,무림P&P
194700,노바렉스
006620,동구바이오제약
097955,CJ제일제당 우
088390,이녹스
078070,유비쿼스홀딩스
230240,에치에프알
079940,가비아
011785,금호석유우
024810,이화전기
450140,코오롱모빌리티그룹
217820,원익피앤이
210980,SK디앤디
044450,KSS해운
001080,만호제강
032300,한국파마
035810,이지홀딩스
097800,윈팩
182360,큐브엔터
452200,민테크
104460,디와이피엔에프
046440,KG모빌리언스
123040,엠에스오토텍
295310,에이치브이엠
337930,브랜드엑스코퍼레이션
267850,아시아나IDT
019210,와이지-원
090350,노루페인트
136540,윈스
067280,멀티캠퍼스
110790,크리스에프앤씨
067390,아스트
147830,제룡산업
138610,나이벡
290670,대보마그네틱
228670,레이
096240,크레버스
107590,미원홀딩스
106190,하이텍팜
079430,현대리바트
285490,노바텍
065560,녹원씨엔아이
053300,한국정보인증
060590,씨티씨바이오
010955,S-Oil우
002900,TYM
028100,동아지질
012320,경동인베스트
402490,그린리소스
023760,한국캐피탈
239890,피엔에이치테크
006840,AK홀딩스
131370,알서포트
016790,현대사료
016450,한세예스24홀딩스
234080,JW생명과학
030210,다올투자증권
089600,나스미디어
450330,하스
370090,퓨런티어
083450,GST
016610,DB금융투자
225530,보광산업
472850,폰드그룹
452430,사피엔반도체
005680,삼영전자
236200,슈프리마
100250,진양홀딩스
003555,LG우
317400,자이에스앤디
464080,에스오에스랩
214180,헥토이노베이션
217330,싸이토젠
025950,동신건설
105840,우진
297090,씨에스베어링
073010,케이에스피
156100,엘앤케이바이오
418620,이에이트
264850,이랜시스
192440,슈피겐코리아
298540,더네이쳐홀딩스
214390,경보제약
035510,신세계 I&C
006910,보성파워텍
011280,태림포장
036560,영풍정밀
134380,미원화학
220260,켐트로스
004250,NPC
207760,미스터블루
064820,케이프
094820,일진파워
149980,하이로닉
083420,그린케미칼
382900,범한퓨얼셀
125210,아모그린텍
004970,신라교역
048550,SM C&C
004710,한솔테크닉스
451250,삐아
070960,모나용평
051160,지어소프트
363280,티와이홀딩스
182400,엔케이맥스
027710,팜스토리
025820,이구산업
014940,오리엔탈정공
143160,아이디스
038540,상상인
234690,녹십자웰빙
063570,한국전자금융
011150,CJ씨푸드
136490,선진
388050,지투파워
128820,대성산업
439580,블루엠텍
000320,노루홀딩스
000520,삼일제약
011000,진원생명과학
068290,삼성출판사
315640,딥노이드
121440,골프존뉴딘홀딩스
023910,대한약품
033920,무학
282690,동아타이어
080420,모다이노칩
104480,티케이케미칼
084990,헬릭스미스
090710,휴림로봇
084650,랩지노믹스
000860,강남제비스코
205100,엑셈
053690,한미글로벌
382800,지앤비에스 에코
073490,이노와이어리스
093520,매커스
272110,케이엔제이
063080,컴투스홀딩스
251370,와이엠티
277880,티에스아이
452280,한선엔지니어링
042520,한스바이오메드
038110,에코플라스틱
100130,동국S&C
424960,스마트레이더시스템
175140,휴먼테크놀로지
321820,아티스트유나이티드
094280,효성ITX
060570,드림어스컴퍼니
264450,유비쿼스
042420,네오위즈홀딩스
044340,위닉스
445180,퓨릿
015890,태경산업
260870,SK시그넷
019550,SBI인베스트먼트
294570,쿠콘
217730,강스템바이오텍
082800,비보존 제약
015230,대창단조
043610,지니뮤직
451220,아이엠티
008110,대동전자
365590,하이딥
109740,디에스케이
123410,코리아에프티
006890,태경케미컬
023900,풍국주정
036190,금화피에스시
079960,동양이엔피
011330,유니켐
183490,엔지켐생명과학
002620,제일파마홀딩스
010820,퍼스텍
066790,씨씨에스
02826K,삼성물산우B
191420,테고사이언스
020120,키다리스튜디오
119830,아이텍
950220,네오이뮨텍
078140,대봉엘에스
172670,에이엘티
068790,DMS
013990,아가방컴퍼니
219130,타이거일렉
131400,이브이첨단소재
092130,이크레더블
388790,라이콤
085670,뉴프렉스
203650,드림시큐리티
000970,한국주철관
010100,한국무브넥스
023600,삼보판지
080580,오킨스전자
078940,퀀타피아
400760,NH올원리츠
226950,올릭스
353810,이지바이오
248170,샘표식품
321550,티움바이오
033290,코웰패션
008040,사조동아원
033530,에스제이지세종
00279K,아모레G3우(전환)
418470,밀리의서재
065660,안트로젠
065510,휴비츠
084730,팅크웨어
432430,와이랩
040910,아이씨디
282720,금양그린파워
262260,에이프로
305090,마이크로디지탈
210540,디와이파워
124560,태웅로직스
010580,에스엠벡셀
139990,아주스틸
393210,토마토시스템
030960,양지사
458870,씨어스테크놀로지
091440,한울소재과학
014280,금강공업
049720,고려신용정보
017370,우신시스템
289220,자이언트스텝
032860,더라미
376190,LB루셈
009810,플레이그램
067000,조이시티
206560,덱스터
031440,신세계푸드
338840,와이바이오로직스
462510,라메디텍
418420,라온텍
002170,삼양통상
004140,동방
226340,본느
001360,삼성제약
037460,삼지전자
067990,도이치모터스
067900,와이엔텍
168360,펨트론
014580,태경비케이
900250,크리스탈신소재
419050,삼기이브이
007540,샘표
000700,유수홀딩스
006660,삼성공조
011700,한신기계
357230,에이치피오
052260,현대바이오랜드
090850,현대이지웰
016710,대성홀딩스
065450,빅텍
065680,우주일렉트로
012610,경인양행
001750,한양증권
003547,대신증권2우B
311320,지오엘리먼트
002990,금호건설
300080,플리토
008970,동양철관
001020,페이퍼코리아
003830,대한화섬
310200,애니플러스
317870,엔바이오니아
054620,APS
388870,파로스아이바이오
123690,한국화장품
082850,우리바이오
099440,스맥
261200,덴티스
089850,유비벨록스
063170,서울옥션
368770,파이버프로
072770,율호
164060,이루다
255440,야스
105550,엣지파운드리
060560,홈센타홀딩스
056090,이노시스
215360,우리산업
092190,서울바이오시스
332570,와이팜
009300,삼아제약
013570,디와이
004080,신흥
014530,극동유화
009070,KCTC
055490,테이팩스
058850,KTcs
015590,KIB플러그에너지
195990,에이비프로바이오
003650,미창석유
012860,모베이스전자
009270,신원
089470,HDC현대EP
384470,코어라인소프트
007210,벽산
001045,CJ우
228850,레이언스
259630,엠플러스
140670,알에스오토메이션
038390,레드캡투어
039560,다산네트웍스
013310,아진산업
072870,메가스터디
170920,엘티씨
012700,리드코프
356680,엑스게이트
111380,동인기연
024900,덕양산업
049520,유아이엘
000440,중앙에너비스
045660,에이텍
083500,에프엔에스테크
274090,켄코아에어로스페이스
372910,한컴라이프케어
040350,크레오에스지
215090,휴센텍
162300,신스틸
003720,삼영
007330,푸른저축은행
411080,샌즈랩
284620,카이노스메드
950190,고스트스튜디오
040300,YTN
008700,아남전자
269620,시스웍
047820,초록뱀미디어
300120,라온피플
366030,공구우먼
086960,MDS테크
042510,라온시큐어
039340,한국경제TV
273640,와이엠텍
413630,씨피시스템
066590,우수AMS
066980,한성크린텍
060310,3S
420570,제이투케이바이오
389470,인벤티지랩
033790,스카이문스테크놀로지
012800,대창
108380,대양전기공업
448710,코츠테크놀로지
002780,진흥기업
021080,에이티넘인베스트
251120,바이오에프디엔씨
264660,씨앤지하이테크
024090,디씨엠
138080,오이솔루션
443250,레뷰코퍼레이션
246710,티앤알바이오팹
090470,제이스텍
142210,유니트론텍
054050,농우바이오
348150,고바이오랩
122830,원포유
086820,바이오솔루션
011560,세보엠이씨
017510,세명전기
159010,아스플로
017550,수산중공업
260930,씨티케이
267320,나인테크
077500,유니퀘스트
014470,부방
419080,엔젯
126730,코칩
033180,KH 필룩스
005710,대원산업
002210,동성제약
003460,유화증권
103840,우양
061040,알에프텍
000180,성창기업지주
014160,대영포장
092460,한라IMS
004830,덕성
140070,서플러스글로벌
214330,금호에이치티
448900,한국피아이엠
049960,쎌바이오텍
046210,HLB파나진
008260,NI스틸
027050,코리아나
026150,특수건설
011690,와이투솔루션
461030,아이엠비디엑스
314130,지놈앤컴퍼니
137950,제이씨케미칼
073570,리튬포어스
456010,아이씨티케이
120030,조선선재
066700,테라젠이텍스
151910,퓨처코어
417500,제이아이테크
100700,세운메디칼
289860,지슨
355150,코스텍시스
373200,엑스플러스
256940,케이피에스
178780,일월지엠엘
012690,모나리자
071200,인피니트헬스케어
389500,에스비비테크
095190,이엠코리아
036010,아비코전자
013580,계룡건설
261780,차백신연구소
036630,세종텔레콤
058630,엠게임
002720,국제약품
017900,광전자
002700,신일전자
041440,현대에버다임
052420,오성첨단소재
036710,심텍홀딩스
187870,디바이스이엔지
350520,이지스레지던스리츠
396690,미래에셋글로벌리츠
452400,이닉스
066620,국보디자인
481850,신한글로벌액티브리츠
059210,메타바이오메드
019440,세아특수강
018000,유니슨
200350,래몽래인
027830,대성창투
263600,덕우전자
065650,하이퍼코퍼레이션
063160,종근당바이오
361390,제노코
357580,아모센스
012600,청호ICT
074430,아미노로직스
119850,지엔씨에너지
001380,SG글로벌
016740,두올
267290,경동도시가스
053700,삼보모터스
257370,피엔티엠에스
232530,이엠티
260970,에스앤디
264900,크라운제과
005990,매일홀딩스
120240,대정화금
033170,시그네틱스
391710,코닉오토메이션
317770,엑스페릭스
003100,선광
173130,오파스넷
041930,동아화성
035610,솔본
048910,대원미디어
059270,해성에어로보틱스
217950,파마리서치바이오
079980,휴비스
452160,제이엔비
004150,한솔홀딩스
052330,코텍
053580,웹케시
347890,엠투아이
004310,현대약품
311690,CJ 바이오사이언스
003610,방림
131030,옵투스제약
251630,브이원텍
446540,메가터치
039860,나노엔텍
199430,케이엔알시스템
023450,동남합성
034590,인천도시가스
043650,국순당
351330,이삭엔지니어링
250060,모비스
452190,한빛레이저
333620,엔시스
218150,미래생명자원
163560,동일고무벨트
047400,유니온머티리얼
099750,이지케어텍
024880,케이피에프
407400,꿈비
086670,비엠티
042500,링네트
005960,동부건설
417790,트루엔
054780,키이스트
105330,케이엔더블유
061250,화일약품
023000,삼원강재
054670,대한뉴팜
003480,한진중공업홀딩스
226400,오스테오닉
170030,현대공업
206400,베노티앤알
053280,예스24
186230,그린플러스
041920,메디아나
038460,바이오스마트
383930,디티앤씨알오
023800,인지컨트롤스
053050,지에스이
309960,LB인베스트먼트
289080,SV인베스트먼트
096775,SK이노베이션우
159580,제로투세븐
014710,사조씨푸드
033230,인성정보
